Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
570	87,5	570	71
571	87,5	571	71
572	87,5	572	72
573	87,6	573	72
574	87,8	574	72
575	87,8	575	72
576	87,9	576	71
577	88	577	72
578	88	578	72
579	88	579	72
580	88,1	580	72
581	88,3	581	72
582	88,3	582	72
583	88,4	583	72
584	88,5	584	73
585	88,5	585	72
586	88,5	586	72
587	88,6	587	73
588	88,8	588	73
589	88,9	589	73
590	88,9	590	73
591	89	591	74
592	89	592	74
593	89	593	74
594	89,1	594	74
595	89,3	595	74
596	89,3	596	74
597	89,4	597	74
598	89,5	598	74
599	89,5	599	74
600	89,5	600	74
601	89,6	601	75
602	89,6	602	75
603	89,8	603	74
604	89,9	604	74
605	89,9	605	74
606	90	606	74
607	90	607	75
608	90	608	75
609	90,1	609	75
610	90,1	610	75
611	90,3	611	75
612	90,4	612	76
613	90,4	613	77
614	90,5	614	76
615	90,5	615	75
616	90,5	616	75
617	90,6	617	75
618	90,8	618	76
619	90,8	619	76
620	90,9	620	76
621	91	621	77
622	91	622	76
623	91	623	76
624	91,1	624	77
625	91,1	625	76
626	91,3	626	76
627	91,4	627	77
628	91,5	628	77
629	91,5	629	77
630	91,5	630	77
631	91,5	631	77
632	91,6	632	77
633	91,6	633	76
634	91,8	634	78
635	91,9	635	78
636	91,9	636	78
637	92	637	79
638	92	638	78
639	92	639	78
640	92,1	640	77
641	92,1	641	78
642	92,3	642	77
643	92,4	643	78
644	92,4	644	78
645	92,5	645	78
646	92,5	646	79
647	92,5	647	79
648	92,6	648	79
649	92,6	649	79
650	92,8	650	78
651	92,9	651	79
652	92,9	652	79
653	93	653	80
654	93	654	79
655	93	655	79
656	93,1	656	79
657	93,3	657	80
658	93,3	658	80
659	93,4	659	80
660	93,4	660	81
661	93,5	661	81
662	93,5	662	80
663	93,5	663	80
664	93,6	664	80
665	93,6	665	80
666	93,8	666	81
667	93,9	667	81
668	93,9	668	80
669	94	669	81
670	94	670	81
671	94	671	81
672	94,1	672	81
673	94,1	673	81
674	94,3	674	81
675	94,3	675	81
676	94,4	676	81
677	94,4	677	81
678	94,5	678	82
679	94,5	679	82
680	94,5	680	82
681	94,5	681	82
682	94,6	682	83
683	94,6	683	83
684	94,8	684	83
685	94,9	685	83
686	94,9	686	83
687	95	687	83
688	95	688	83
689	95	689	84
690	95	690	83
691	95,1	691	83
692	95,3	692	83
693	95,3	693	83
694	95,4	694	83
695	95,4	695	83
696	95,5	696	84
697	95,5	697	83
698	95,5	698	83
699	95,5	699	84
700	95,6	700	84
701	95,6	701	84
702	95,8	702	85
703	95,8	703	85
704	95,9	704	85
705	95,9	705	84
706	96	706	84
707	96	707	84
708	96	708	84
709	96	709	85
710	96,1	710	85
711	96,1	711	85
712	96,3	712	85
713	96,3	713	85
714	96,3	714	85
715	96,4	715	85
716	96,5	716	84
717	96,5	717	85
718	96,5	718	85
719	96,5	719	86
720	96,5	720	86
721	96,6	721	86
722	96,6	722	86
723	96,8	723	86
724	96,8	724	86
725	96,9	725	85
726	96,9	726	86
727	97	727	86
728	97	728	86
729	97	729	87
730	97	730	87
731	97,1	731	87
732	97,1	732	87
733	97,3	733	87
734	97,3	734	88
735	97,4	735	89
736	97,5	736	90
737	97,5	737	90
738	97,5	738	90
739	97,6	739	90
740	97,6	740	90
741	97,8	741	90
742	97,9	742	91
743	97,9	743	91
744	98	744	91
745	98	745	91
746	98,1	746	92
747	98,1	747	93
748	98,3	748	93
749	98,4	749	93
750	98,5	750	93
751	98,5	751	93
