Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)			
2317	121,6	2317	179			
2318	121,5	2318	178			
2319	121,5	2319	178			
2320	121,5	2320	178			
2321	121,5	2321	177			
2322	121,5	2322	178			
2323	121,5	2323	178			
2324	121,6	2324	178			
2325	121,5	2325	178			
2326	121,5	2326	178			
2327	121,5	2327	178			
2328	121,5	2328	179			
2329	121,5	2329	178			
2330	121,5	2330	179			
2331	121,5	2331	179			
2332	121,5	2332	179			
2333	121,5	2333	178			
2334	121,5	2334	178			
2335	121,5	2335	178			
2336	121,5	2336	178			
2337	121,5	2337	179			
2338	121,5	2338	179			
2339	121,5	2339	179			
2340	121,5	2340	178			
2341	121,5	2341	178			
2342	121,5	2342	179			
2343	121,6	2343	178			
2344	121,5	2344	178			
2345	121,5	2345	177			
2346	121,5	2346	177			
2347	121,6	2347	178			
2348	121,6	2348	179			
2349	121,6	2349	179			
2350	121,6	2350	178			
2351	121,6	2351	178			
2352	121,6	2352	178			
2353	121,6	2353	178			
2354	121,6	2354	179			
2355	121,6	2355	179			
2356	121,6	2356	179			
2357	121,6	2357	178			
2358	121,6	2358	178			
2359	121,6	2359	178			
2360	121,6	2360	178			
2361	121,6	2361	179			
2362	121,6	2362	179			
2363	121,6	2363	178			
2364	121,6	2364	178			
2365	121,6	2365	179			
2366	121,5	2366	180			
2367	121,5	2367	179			
2368	121,6	2368	178			
2369	121,6	2369	178			
2370	121,6	2370	179			
2371	121,6	2371	179			
2372	121,6	2372	178			
2373	121,6	2373	177			
2374	121,6	2374	177			
2375	121,6	2375	178			
2376	121,6	2376	178			
2377	121,6	2377	179			
2378	121,6	2378	179			
2379	121,6	2379	178			
2380	121,6	2380	177			
2381	121,6	2381	177			
2382	121,6	2382	179			
2383	121,6	2383	179			
2384	121,6	2384	178			
2385	121,6	2385	177			
2386	121,6	2386	178			
2387	121,6	2387	179			
2388	121,6	2388	178			
2389	121,6	2389	178			
2390	121,6	2390	178			
2391	121,6	2391	178			
2392	121,6	2392	178			
2393	121,6	2393	178			
2394	121,6	2394	176			
2395	121,6	2395	176			
2396	121,6	2396	177			
2397	121,6	2397	178			
2398	121,5	2398	179			
2399	121,6	2399	178			
2400	121,6	2400	178			
2401	121,6	2401	178			
2402	121,5	2402	177			
2403	121,5	2403	178			
2404	121,5	2404	178			
2405	121,5	2405	177			
2406	121,5	2406	178			
2407	121,5	2407	177			
2408	121,5	2408	178			
2409	121,5	2409	178			
2410	121,5	2410	178			
2411	121,5	2411	177			
2412	121,5	2412	179			
2413	121,5	2413	179			
2414	121,5	2414	178			
2415	121,5	2415	177			
2416	121,5	2416	178			
2417	121,5	2417	179			
2418	121,5	2418	179			
2419	121,5	2419	180			
2420	121,5	2420	179			
2421	121,5	2421	179			
2422	121,5	2422	178			
2423	121,5	2423	178			
2424	121,5	2424	178			
2425	121,5	2425	178			
2426	121,5	2426	179			
2427	121,5	2427	179			
2428	121,5	2428	179			
2429	121,5	2429	179			
2430	121,5	2430	178			
2431	121,5	2431	178			
2432	121,6	2432	179			
2433	121,6	2433	179			
2434	121,6	2434	178			
2435	121,5	2435	178			
2436	121,5	2436	178			
2437	121,5	2437	178			
2438	121,5	2438	179			
2439	121,5	2439	180			
2440	121,6	2440	179			
2441	121,6	2441	178			
2442	121,6	2442	178			
2443	121,6	2443	178			
2444	121,6	2444	178			
2445	121,6	2445	178			
2446	121,6	2446	178			
2447	121,5	2447	179			
2448	121,6	2448	179			
2449	121,6	2449	179			
2450	121,5	2450	179			
2451	121,6	2451	178			
2452	121,6	2452	177			
2453	121,6	2453	178			
2454	121,6	2454	178			
2455	121,6	2455	177			
2456	121,6	2456	177			
2457	121,6	2457	178			
2458	121,6	2458	179			
2459	121,6	2459	179			
2460	121,6	2460	178			
2461	121,6	2461	178			
2462	121,6	2462	178			
2463	121,6	2463	178			
2464	121,6	2464	178			
2465	121,6	2465	177			
2466	121,6	2466	177			
2467	121,6	2467	178			
2468	121,6	2468	179			
2469	121,6	2469	179			
2470	121,6	2470	179			
2471	121,6	2471	178			
2472	121,6	2472	179			
2473	121,6	2473	179			
2474	121,6	2474	178			
2475	121,6	2475	177			
2476	121,6	2476	178			
2477	121,5	2477	178			
2478	121,5	2478	178			
2479	121,5	2479	179			
2480	121,5	2480	179			
2481	121,5	2481	179			
2482	121,5	2482	178			
2483	121,6	2483	178			
2484	121,6	2484	178			
2485	121,6	2485	178			
2486	121,6	2486	179			
2487	121,6	2487	178			
2488	121,6	2488	179			
2489	121,6	2489	179			
2490	121,6	2490	179			
2491	121,6	2491	179			
2492	121,6	2492	178			
2493	121,6	2493	178			
2494	121,6	2494	178			
2495	121,6	2495	178			
2496	121,6	2496	177			
2497	121,6	2497	177			
2498	121,6	2498	178			
2499	121,6	2499	178			
2500	121,6	2500	178			
2501	121,6	2501	178			
2502	121,6	2502	178			
2503	121,6	2503	178			
2504	121,6	2504	178			
2505	121,6	2505	178			
2506	121,5	2506	178			
2507	121,5	2507	179			
2508	121,5	2508	179			
2509	121,5	2509	179			
2510	121,5	2510	179			
2511	121,5	2511	179			
2512	121,5	2512	179			
2513	121,5	2513	178			
2514	121,5	2514	178			
2515	121,5	2515	177			
2516	121,5	2516	178			
2517	121,5	2517	179			
2518	121,5	2518	179			
2519	121,5	2519	180			
2520	121,5	2520	180			
2521	121,5	2521	179			
2522	121,5	2522	179			
2523	121,5	2523	178			
2524	121,5	2524	178			
2525	121,5	2525	178			
2526	121,5	2526	178			
2527	121,5	2527	178			
2528	121,5	2528	179			
2529	121,5	2529	179			
2530	121,5	2530	178			
2531	121,5	2531	179			
2532	121,5	2532	179			
2533	121,5	2533	179			
2534	121,5	2534	179			
2535	121,5	2535	179			
2536	121,5	2536	179			
2537	121,5	2537	179			
2538	121,5	2538	180			
2539	121,5	2539	180			
2540	121,5	2540	180			
2541	121,5	2541	180			
2542	121,5	2542	179			
2543	121,5	2543	179			
2544	121,5	2544	179			
2545	121,5	2545	179			
2546	121,5	2546	179			
2547	121,5	2547	180			
2548	121,5	2548	180			
2549	121,5	2549	179			
2550	121,5	2550	179			
2551	121,6	2551	180			
2552	121,6	2552	180			
2553	121,6	2553	180			
2554	121,6	2554	179			
2555	121,6	2555	179			
2556	121,6	2556	179			
2557	121,6	2557	180			
2558	121,6	2558	179			
2559	121,6	2559	179			
2560	121,6	2560	180			
2561	121,6	2561	181			
2562	121,6	2562	181			
2563	121,6	2563	180			
2564	121,6	2564	179			
2565	121,6	2565	179			
2566	121,6	2566	179			
2567	121,6	2567	179			
2568	121,6	2568	179			
2569	121,6	2569	179			
2570	121,6	2570	179			
2571	121,6	2571	178			
2572	121,6	2572	179			
2573	121,6	2573	178			
2574	121,6	2574	179			
2575	121,6	2575	178			
2576	121,6	2576	179			
2577	121,8	2577	180			
2578	121,8	2578	180			
2579	121,6	2579	179			
2580	121,6	2580	180			
2581	121,6	2581	180			
2582	121,8	2582	179			
2583	121,6	2583	178			
2584	121,6	2584	178			
2585	121,6	2585	179			
2586	121,6	2586	179			
2587	121,6	2587	180			
2588	121,6	2588	180			
2589	121,6	2589	179			
2590	121,6	2590	180			
2591	121,6	2591	179			
2592	121,6	2592	179			
2593	121,6	2593	179			
2594	121,6	2594	179			
2595	121,6	2595	179			
2596	121,6	2596	179			
2597	121,6	2597	179			
2598	121,6	2598	180			
2599	121,6	2599	180			
2600	121,6	2600	180			
2601	121,6	2601	179			
2602	121,6	2602	179			
2603	121,6	2603	180			
2604	121,6	2604	178			
2605	121,6	2605	178			
2606	121,6	2606	179			
2607	121,6	2607	180			
2608	121,6	2608	180			
2609	121,6	2609	180			
2610	121,6	2610	180			
2611	121,6	2611	179			
2612	121,6	2612	179			
2613	121,6	2613	179			
2614	121,6	2614	179			
2615	121,6	2615	179			
2616	121,6	2616	179			
2617	121,6	2617	179			
2618	121,6	2618	179			
2619	121,6	2619	179			
2620	121,6	2620	179			
2621	121,6	2621	180			
2622	121,8	2622	180			
2623	121,6	2623	179			
2624	121,6	2624	178			
2625	121,8	2625	178			
2626	121,8	2626	178			
2627	121,8	2627	178			
2628	121,8	2628	180			
2629	121,8	2629	180			
2630	121,8	2630	179			
2631	121,8	2631	178			
2632	121,8	2632	179			
2633	121,8	2633	179			
2634	121,8	2634	178			
2635	121,8	2635	177			
2636	121,8	2636	178			
2637	121,8	2637	178			
2638	121,8	2638	179			
2639	121,8	2639	179			
2640	121,8	2640	179			
2641	121,8	2641	179			
2642	121,8	2642	179			
2643	121,6	2643	179			
2644	121,6	2644	179			
2645	121,6	2645	178			
2646	121,6	2646	178			
2647	121,6	2647	179			
2648	121,6	2648	180			
2649	121,6	2649	179			
2650	121,6	2650	179			
2651	121,6	2651	179			
2652	121,6	2652	179			
2653	121,6	2653	178			
2654	121,6	2654	178			
2655	121,6	2655	178			
2656	121,6	2656	179			
2657	121,6	2657	178			
2658	121,6	2658	178			
2659	121,6	2659	179			
2660	121,6	2660	179			
2661	121,6	2661	178			
2662	121,6	2662	178			
2663	121,6	2663	178			
2664	121,6	2664	179			
2665	121,6	2665	179			
2666	121,6	2666	178			
2667	121,6	2667	178			
2668	121,6	2668	179			
2669	121,6	2669	180			
2670	121,8	2670	180			
2671	121,6	2671	179			
2672	121,6	2672	178			
2673	121,8	2673	178			
2674	121,8	2674	178			
2675	121,8	2675	179			
2676	121,6	2676	179			
2677	121,8	2677	181			
2678	121,8	2678	179			
2679	121,8	2679	178			
2680	121,8	2680	179			
2681	121,8	2681	179			
2682	121,8	2682	179			
2683	121,8	2683	178			
2684	121,8	2684	179			
2685	121,8	2685	180			
2686	121,8	2686	179			
2687	121,8	2687	179			
2688	121,8	2688	179			
2689	121,6	2689	179			
2690	121,6	2690	179			
2691	121,6	2691	179			
2692	121,6	2692	179			
2693	121,6	2693	180			
2694	121,6	2694	179			
2695	121,6	2695	177			
2696	121,6	2696	178			
2697	121,6	2697	179			
2698	121,6	2698	179			
2699	121,6	2699	180			
2700	121,6	2700	179			
2701	121,6	2701	179			
2702	121,6	2702	179			
2703	121,6	2703	179			
2704	121,6	2704	178			
2705	121,6	2705	178			
2706	121,6	2706	178			
2707	121,6	2707	179			
2708	121,6	2708	180			
2709	121,6	2709	180			
2710	121,6	2710	179			
2711	121,6	2711	178			
2712	121,6	2712	179			
2713	121,6	2713	180			
2714	121,6	2714	179			
2715	121,6	2715	179			
2716	121,6	2716	179			
2717	121,6	2717	179			
2718	121,6	2718	180			
2719	121,6	2719	179			
2720	121,6	2720	179			
2721	121,6	2721	179			
2722	121,6	2722	179			
2723	121,6	2723	178			
2724	121,6	2724	178			
2725	121,6	2725	178			
2726	121,6	2726	179			
2727	121,6	2727	179			
2728	121,6	2728	180			
2729	121,6	2729	180			
2730	121,6	2730	180			
2731	121,6	2731	180			
2732	121,6	2732	179			
2733	121,6	2733	179			
2734	121,6	2734	179			
2735	121,6	2735	179			
2736	121,6	2736	178			
2737	121,6	2737	179			
2738	121,6	2738	179			
2739	121,6	2739	179			
2740	121,6	2740	180			
2741	121,6	2741	179			
2742	121,6	2742	179			
2743	121,6	2743	179			
2744	121,6	2744	179			
2745	121,6	2745	178			
2746	121,6	2746	177			
2747	121,6	2747	178			
2748	121,6	2748	178			
2749	121,6	2749	179			
2750	121,6	2750	179			
2751	121,6	2751	179			
2752	121,6	2752	179			
2753	121,6	2753	178			
2754	121,6	2754	178			
2755	121,6	2755	179			
2756	121,6	2756	179			
2757	121,6	2757	180			
2758	121,6	2758	180			
2759	121,6	2759	180			
2760	121,6	2760	180			
2761	121,6	2761	180			
2762	121,6	2762	179			
2763	121,6	2763	179			
2764	121,6	2764	179			
2765	121,6	2765	179			
2766	121,6	2766	179			
2767	121,6	2767	179			
2768	121,8	2768	179			
2769	121,8	2769	180			
2770	121,8	2770	179			
2771	121,8	2771	179			
2772	121,8	2772	179			
2773	121,8	2773	179			
2774	121,8	2774	178			
2775	121,8	2775	178			
2776	121,8	2776	179			
2777	121,8	2777	179			
2778	121,8	2778	179			
2779	121,8	2779	179			
2780	121,8	2780	179			
2781	121,8	2781	179			
2782	121,8	2782	179			
2783	121,8	2783	179			
2784	121,8	2784	178			
2785	121,8	2785	178			
2786	121,8	2786	177			
2787	121,8	2787	178			
2788	121,8	2788	179			
2789	121,8	2789	179			
2790	121,8	2790	178			
2791	121,8	2791	179			
2792	121,8	2792	179			
2793	121,6	2793	179			
2794	121,6	2794	178			
2795	121,6	2795	178			
2796	121,6	2796	178			
2797	121,6	2797	179			
2798	121,6	2798	178			
2799	121,6	2799	177			
2800	121,6	2800	177			
2801	121,6	2801	177			
2802	121,6	2802	177			
2803	121,5	2803	175			
2804	121,5	2804	176			
2805	121,5	2805	175			
2806	121,5	2806	175			
2807	121,5	2807	175			
2808	121,5	2808	176			
2809	121,4	2809	174			
2810	121,4	2810	173			
2811	121,3	2811	173			
2812	121,3	2812	173			
2813	121,1	2813	171			
2814	121,1	2814	172			
2815	121	2815	172			
2816	121	2816	171			
2817	121	2817	171			
2818	120,9	2818	171			
2819	120,8	2819	170			
2820	120,8	2820	170			
2821	120,6	2821	170			
2822	120,6	2822	170			
2823	120,5	2823	169			
2824	120,5	2824	168			
2825	120,5	2825	167			
2826	120,4	2826	168			
2827	120,4	2827	168			
2828	120,3	2828	169			
2829	120,3	2829	169			
2830	120,3	2830	168			
2831	120,1	2831	167			
2832	120,1	2832	167			
2833	120	2833	167			
2834	120	2834	167			
2835	120	2835	166			
2836	120	2836	166			
2837	119,9	2837	166			
2838	119,9	2838	165			
2839	119,9	2839	164			
2840	119,8	2840	165			
2841	119,8	2841	165			
2842	119,6	2842	165			
2843	119,6	2843	165			
2844	119,5	2844	165			
2845	119,5	2845	164			
2846	119,5	2846	164			
2847	119,5	2847	163			
2848	119,5	2848	163			
2849	119,4	2849	163			
2850	119,4	2850	163			
2851	119,3	2851	163			
2852	119,3	2852	163			
2853	119,1	2853	162			
2854	119,1	2854	161			
2855	119,1	2855	162			
2856	119,1	2856	162			
2857	119	2857	162			
2858	119	2858	162			
2859	119	2859	162			
2860	119	2860	162			
2861	119	2861	161			
2862	118,9	2862	162			
2863	118,9	2863	161			
2864	118,9	2864	160			
2865	118,8	2865	160			
2866	118,8	2866	160			
2867	118,8	2867	161			
2868	118,6	2868	160			
2869	118,6	2869	160			
2870	118,5	2870	160			
2871	118,5	2871	159			
2872	118,5	2872	159			
2873	118,5	2873	159			
2874	118,5	2874	158			
2875	118,4	2875	158			
2876	118,4	2876	158			
2877	118,4	2877	158			
2878	118,3	2878	157			
2879	118,3	2879	157			
2880	118,3	2880	158			
2881	118,1	2881	157			
2882	118,1	2882	157			
2883	118	2883	157			
2884	118	2884	157			
2885	118	2885	156			
2886	118	2886	157			
2887	118	2887	157			
2888	118	2888	157			
2889	118	2889	155			
2890	118	2890	155			
2891	117,9	2891	156			
2892	117,9	2892	156			
2893	117,9	2893	155			
2894	117,8	2894	155			
2895	117,8	2895	155			
2896	117,8	2896	155			
2897	117,6	2897	155			
2898	117,6	2898	155			
2899	117,6	2899	155			
2900	117,5	2900	154			
2901	117,5	2901	154			
2902	117,5	2902	154			
2903	117,5	2903	153			
2904	117,5	2904	153			
2905	117,4	2905	153			
2906	117,4	2906	153			
2907	117,3	2907	152			
2908	117,3	2908	152			
2909	117,3	2909	153			
2910	117,1	2910	152			
2911	117,1	2911	151			
2912	117,1	2912	151			
2913	117	2913	153			
2914	117	2914	152			
2915	117	2915	151			
2916	117	2916	152			
2917	117	2917	152			
2918	117	2918	151			
2919	116,9	2919	150			
2920	116,9	2920	150			
2921	116,9	2921	150			
2922	116,8	2922	151			
2923	116,8	2923	151			
2924	116,8	2924	150			
2925	116,6	2925	149			
2926	116,6	2926	149			
2927	116,5	2927	149			
2928	116,5	2928	150			
2929	116,5	2929	150			
2930	116,5	2930	149			
2931	116,5	2931	149			
2932	116,5	2932	148			
2933	116,5	2933	148			
2934	116,4	2934	147			
2935	116,4	2935	147			
2936	116,4	2936	147			
2937	116,3	2937	147			
2938	116,3	2938	148			
2939	116,3	2939	147			
2940	116,1	2940	146			
2941	116,1	2941	147			
2942	116,1	2942	148			
2943	116	2943	147			
2944	116	2944	146			
2945	116	2945	147			
2946	116	2946	147			
2947	116	2947	145			
2948	116	2948	144			
2949	115,9	2949	146			
2950	115,9	2950	146			
2951	115,9	2951	145			
2952	115,8	2952	146			
2953	115,8	2953	146			
2954	115,8	2954	145			
2955	115,8	2955	144			
2956	115,6	2956	145			
2957	115,6	2957	146			
2958	115,6	2958	144			
2959	115,5	2959	143			
2960	115,5	2960	144			
2961	115,5	2961	143			
2962	115,5	2962	142			
2963	115,5	2963	143			
2964	115,4	2964	143			
2965	115,4	2965	142			
2966	115,4	2966	142			
2967	115,4	2967	143			
2968	115,3	2968	142			
2969	115,3	2969	141			
2970	115,3	2970	142			
2971	115,1	2971	143			
2972	115,1	2972	142			
2973	115	2973	141			
2974	115	2974	142			
2975	115	2975	142			
2976	115	2976	141			
2977	115	2977	141			
2978	115	2978	141			
2979	114,9	2979	140			
2980	114,9	2980	139			
2981	114,9	2981	140			
2982	114,8	2982	141			
2983	114,8	2983	140			
2984	114,8	2984	140			
2985	114,6	2985	141			
2986	114,6	2986	140			
2987	114,5	2987	139			
2988	114,5	2988	139			
2989	114,5	2989	140			
2990	114,5	2990	139			
2991	114,5	2991	138			
2992	114,5	2992	138			
2993	114,5	2993	139			
2994	114,4	2994	138			
2995	114,4	2995	138			
2996	114,4	2996	138			
2997	114,3	2997	137			
2998	114,3	2998	137			
2999	114,3	2999	137			
3000	114,1	3000	139			
3001	114,1	3001	138			
3002	114,1	3002	138			
3003	114	3003	137			
3004	114	3004	136			
3005	114	3005	135			
3006	114	3006	135			
3007	114	3007	136			
3008	113,9	3008	136			
3009	113,9	3009	135			
3010	113,9	3010	135			
3011	113,8	3011	136			
3012	113,8	3012	135			
3013	113,8	3013	134			
3014	113,6	3014	135			
3015	113,6	3015	136			
3016	113,6	3016	135			
3017	113,5	3017	134			
3018	113,5	3018	134			
3019	113,5	3019	134			
3020	113,5	3020	134			
3021	113,5	3021	135			
3022	113,5	3022	134			
3023	113,5	3023	134			
3024	113,4	3024	134			
3025	113,4	3025	134			
3026	113,4	3026	133			
3027	113,4	3027	133			
3028	113,3	3028	132			
3029	113,3	3029	133			
3030	113,3	3030	132			
3031	113,1	3031	131			
3032	113,1	3032	132			
3033	113,1	3033	132			
3034	113	3034	132			
3035	113	3035	131			
3036	113	3036	132			
3037	113	3037	132			
3038	113	3038	132			
3039	113	3039	132			
3040	113	3040	132			
3041	112,9	3041	131			
3042	112,9	3042	130			
3043	112,9	3043	130			
3044	112,8	3044	131			
3045	112,8	3045	129			
3046	112,6	3046	129			
3047	112,6	3047	131			
3048	112,5	3048	130			
3049	112,5	3049	130			
3050	112,5	3050	130			
3051	112,5	3051	130			
3052	112,5	3052	128			
3053	112,5	3053	128			
3054	112,5	3054	129			
3055	112,4	3055	129			
3056	112,4	3056	128			
3057	112,3	3057	129			
3058	112,3	3058	129			
3059	112,1	3059	128			
3060	112,1	3060	128			
3061	112,1	3061	128			
3062	112,1	3062	128			
3063	112	3063	127			
3064	112	3064	127			
3065	112	3065	128			
3066	112	3066	128			
3067	112	3067	127			
3068	112	3068	127			
3069	112	3069	128			
3070	111,9	3070	127			
3071	111,9	3071	126			
3072	111,9	3072	126			
3073	111,9	3073	126			
3074	111,8	3074	126			
3075	111,8	3075	125			
3076	111,8	3076	126			
3077	111,6	3077	126			
3078	111,6	3078	125			
3079	111,5	3079	125			
3080	111,5	3080	126			
3081	111,5	3081	126			
3082	111,5	3082	125			
3083	111,5	3083	125			
3084	111,5	3084	125			
3085	111,5	3085	125			
3086	111,4	3086	125			
3087	111,4	3087	125			
3088	111,3	3088	124			
3089	111,3	3089	124			
3090	111,3	3090	124			
3091	111,1	3091	125			
3092	111,1	3092	125			
3093	111,1	3093	123			
3094	111,1	3094	125			
3095	111	3095	124			
3096	111	3096	123			
3097	111	3097	124			
3098	111	3098	124			
3099	111	3099	123			
3100	111	3100	122			
3101	111	3101	122			
3102	110,9	3102	122			
3103	110,9	3103	122			
3104	110,9	3104	122			
3105	110,8	3105	123			
3106	110,8	3106	122			
3107	110,8	3107	121			
3108	110,8	3108	121			
3109	110,6	3109	121			
3110	110,6	3110	120			
3111	110,6	3111	121			
3112	110,5	3112	122			
3113	110,5	3113	121			
3114	110,5	3114	120			
3115	110,5	3115	120			
3116	110,5	3116	121			
3117	110,5	3117	122			
3118	110,5	3118	121			
3119	110,4	3119	121			
3120	110,4	3120	120			
3121	110,4	3121	120			
3122	110,3	3122	119			
3123	110,3	3123	119			
3124	110,3	3124	119			
3125	110,3	3125	120			
3126	110,1	3126	120			
3127	110,1	3127	121			
3128	110,1	3128	119			
3129	110	3129	118			
3130	110	3130	118			
3131	110	3131	119			
3132	110	3132	119			
3133	110	3133	119			
3134	110	3134	119			
3135	109,9	3135	119			
3136	109,9	3136	118			
3137	109,9	3137	118			
3138	109,8	3138	118			
3139	109,8	3139	117			
3140	109,6	3140	118			
3141	109,6	3141	119			
3142	109,6	3142	119			
3143	109,6	3143	118			
3144	109,5	3144	117			
3145	109,5	3145	118			
3146	109,5	3146	118			
3147	109,5	3147	117			
3148	109,5	3148	117			
3149	109,5	3149	116			
3150	109,5	3150	117			
3151	109,4	3151	117			
3152	109,4	3152	117			
3153	109,4	3153	117			
3154	109,3	3154	116			
3155	109,3	3155	117			
3156	109,3	3156	117			
3157	109,3	3157	116			
3158	109,1	3158	115			
3159	109,1	3159	115			
3160	109,1	3160	115			
3161	109	3161	115			
3162	109	3162	115			
3163	109	3163	116			
3164	109	3164	116			
3165	109	3165	115			
3166	109	3166	115			
3167	109	3167	115			
3168	109	3168	114			
3169	108,9	3169	114			
3170	108,9	3170	114			
3171	108,9	3171	115			
3172	108,8	3172	114			
3173	108,8	3173	114			
3174	108,8	3174	114			
3175	108,8	3175	113			
3176	108,8	3176	113			
3177	108,6	3177	113			
3178	108,6	3178	114			
3179	108,6	3179	114			
3180	108,5	3180	114			
3181	108,5	3181	113			
3182	108,5	3182	113			
3183	108,5	3183	112			
3184	108,5	3184	114			
3185	108,5	3185	113			
3186	108,5	3186	112			
3187	108,5	3187	112			
3188	108,4	3188	112			
3189	108,4	3189	112			
3190	108,4	3190	112			
3191	108,3	3191	112			
3192	108,3	3192	112			
3193	108,3	3193	112			
3194	108,1	3194	111			
3195	108,1	3195	111			
3196	108,1	3196	111			
3197	108	3197	111			
3198	108	3198	111			
3199	108	3199	111			
3200	108	3200	111			
3201	108	3201	111			
3202	108	3202	111			
3203	108	3203	112			
3204	108	3204	110			
3205	108	3205	111			
3206	107,9	3206	112			
3207	107,9	3207	110			
3208	107,9	3208	111			
3209	107,8	3209	111			
3210	107,8	3210	111			
3211	107,8	3211	111			
3212	107,6	3212	110			
3213	107,6	3213	110			
3214	107,6	3214	110			
3215	107,6	3215	109			
3216	107,5	3216	109			
3217	107,5	3217	109			
3218	107,5	3218	109			
3219	107,5	3219	109			
3220	107,5	3220	109			
3221	107,5	3221	110			
3222	107,5	3222	109			
3223	107,4	3223	109			
3224	107,4	3224	109			
3225	107,4	3225	109			
3226	107,4	3226	108			
3227	107,3	3227	108			
3228	107,3	3228	108			
3229	107,3	3229	107			
3230	107,1	3230	107			
3231	107,1	3231	108			
3232	107,1	3232	108			
3233	107,1	3233	108			
3234	107	3234	107			
3235	107	3235	107			
3236	107	3236	106			
3237	107	3237	107			
3238	107	3238	107			
3239	107	3239	107			
3240	107	3240	106			
3241	106,9	3241	106			
3242	106,9	3242	108			
3243	106,9	3243	107			
3244	106,9	3244	106			
3245	106,9	3245	106			
3246	106,8	3246	106			
3247	106,8	3247	106			
3248	106,8	3248	106			
3249	106,8	3249	106			
3250	106,6	3250	107			
3251	106,6	3251	106			
3252	106,6	3252	106			
3253	106,6	3253	107			
3254	106,5	3254	106			
3255	106,5	3255	106			
3256	106,5	3256	106			
3257	106,5	3257	105			
3258	106,5	3258	105			
3259	106,5	3259	105			
3260	106,5	3260	105			
3261	106,5	3261	105			
3262	106,4	3262	105			
3263	106,4	3263	105			
3264	106,4	3264	106			
3265	106,3	3265	105			
3266	106,3	3266	104			
3267	106,3	3267	104			
3268	106,1	3268	104			
3269	106,1	3269	104			
3270	106,1	3270	104			
3271	106,1	3271	105			
3272	106,1	3272	105			
3273	106,1	3273	104			
3274	106	3274	103			
3275	106	3275	103			
3276	106	3276	104			
3277	106	3277	103			
3278	106	3278	103			
3279	106	3279	104			
3280	106	3280	103			
3281	106	3281	103			
3282	106	3282	104			
3283	105,9	3283	103			
3284	105,9	3284	103			
3285	105,9	3285	103			
3286	105,9	3286	103			
3287	105,8	3287	103			
3288	105,8	3288	102			
3289	105,8	3289	102			
3290	105,6	3290	101			
3291	105,6	3291	100			
3292	105,6	3292	100			
3293	105,6	3293	101			
3294	105,5	3294	102			
3295	105,5	3295	102			
3296	105,5	3296	101			
3297	105,5	3297	102			
3298	105,5	3298	102			
3299	105,5	3299	102			
3300	105,4	3300	102			
3301	105,4	3301	102			
3302	105,4	3302	102			
3303	105,4	3303	101			
3304	105,4	3304	101			
3305	105,3	3305	101			
3306	105,3	3306	101			
3307	105,3	3307	100			
3308	105,1	3308	100			
3309	105,1	3309	100			
3310	105,1	3310	100			
3311	105,1	3311	102			
3312	105	3312	100			
3313	105	3313	100			
3314	105	3314	99			
3315	105	3315	100			
3316	105	3316	100			
3317	105	3317	100			
3318	105	3318	100			
3319	105	3319	100			
3320	105	3320	99			
3321	104,9	3321	99			
3322	104,9	3322	100			
3323	104,9	3323	100			
3324	104,9	3324	100			
3325	104,9	3325	100			
3326	104,8	3326	100			
3327	104,8	3327	99			
3328	104,8	3328	98			
3329	104,8	3329	99			
3330	104,8	3330	99			
3331	104,8	3331	98			
3332	104,6	3332	99			
3333	104,6	3333	98			
3334	104,6	3334	98			
3335	104,6	3335	99			
3336	104,5	3336	99			
3337	104,5	3337	98			
3338	104,5	3338	98			
3339	104,5	3339	97			
3340	104,5	3340	98			
3341	104,5	3341	98			
3342	104,5	3342	98			
3343	104,5	3343	97			
3344	104,5	3344	97			
3345	104,4	3345	97			
3346	104,4	3346	97			
3347	104,4	3347	98			
3348	104,3	3348	97			
3349	104,3	3349	97			
3350	104,3	3350	97			
3351	104,3	3351	97			
3352	104,3	3352	96			
3353	104,1	3353	96			
3354	104,1	3354	96			
3355	104,1	3355	97			
3356	104,1	3356	97			
3357	104	3357	96			
3358	104	3358	97			
3359	104	3359	97			
3360	104	3360	96			
3361	104	3361	95			
3362	104	3362	96			
3363	103,9	3363	96			
3364	103,9	3364	96			
3365	103,9	3365	96			
3366	103,9	3366	96			
3367	103,9	3367	97			
3368	103,9	3368	96			
3369	103,8	3369	96			
3370	103,8	3370	95			
3371	103,8	3371	94			
3372	103,8	3372	95			
3373	103,8	3373	95			
3374	103,6	3374	95			
3375	103,6	3375	95			
3376	103,6	3376	95			
3377	103,6	3377	95			
3378	103,5	3378	95			
3379	103,5	3379	95			
3380	103,5	3380	96			
3381	103,5	3381	96			
3382	103,5	3382	95			
3383	103,5	3383	95			
3384	103,5	3384	95			
3385	103,5	3385	95			
3386	103,5	3386	94			
3387	103,4	3387	94			
3388	103,4	3388	94			
3389	103,4	3389	93			
3390	103,3	3390	93			
3391	103,3	3391	94			
3392	103,3	3392	94			
3393	103,3	3393	93			
3394	103,3	3394	93			
3395	103,1	3395	94			
3396	103,1	3396	94			
3397	103,1	3397	93			
3398	103,1	3398	93			
3399	103	3399	93			
3400	103	3400	93			
3401	103	3401	93			
3402	103	3402	93			
3403	103	3403	93			
3404	103	3404	92			
3405	103	3405	93			
