Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)						
2315	91,3	2315	60						
2316	91,3	2316	61						
2317	91,3	2317	61						
2318	91,3	2318	61						
2319	91,3	2319	61						
2320	91,3	2320	61						
2321	91,3	2321	61						
2322	91,3	2322	61						
2323	91,3	2323	61						
2324	91,3	2324	60						
2325	91,3	2325	61						
2326	91,3	2326	61						
2327	91,3	2327	60						
2328	91,3	2328	60						
2329	91,3	2329	60						
2330	91,3	2330	61						
2331	91,3	2331	61						
2332	91,3	2332	60						
2333	91,3	2333	60						
2334	91,3	2334	60						
2335	91,3	2335	61						
2336	91,3	2336	61						
2337	91,3	2337	62						
2338	91,3	2338	61						
2339	91,3	2339	61						
2340	91,3	2340	61						
2341	91,3	2341	60						
2342	91,3	2342	60						
2343	91,3	2343	60						
2344	91,3	2344	61						
2345	91,3	2345	60						
2346	91,3	2346	61						
2347	91,3	2347	61						
2348	91,3	2348	61						
2349	91,3	2349	60						
2350	91,3	2350	60						
2351	91,3	2351	59						
2352	91,3	2352	60						
2353	91,3	2353	61						
2354	91,3	2354	61						
2355	91,3	2355	60						
2356	91,3	2356	60						
2357	91,3	2357	60						
2358	91,3	2358	60						
2359	91,3	2359	60						
2360	91,3	2360	60						
2361	91,3	2361	60						
2362	91,3	2362	61						
2363	91,3	2363	60						
2364	91,3	2364	61						
2365	91,3	2365	61						
2366	91,3	2366	60						
2367	91,3	2367	60						
2368	91,3	2368	60						
2369	91,3	2369	61						
2370	91,3	2370	60						
2371	91,3	2371	60						
2372	91,3	2372	60						
2373	91,3	2373	60						
2374	91,3	2374	60						
2375	91,3	2375	60						
2376	91,3	2376	60						
2377	91,3	2377	60						
2378	91,3	2378	60						
2379	91,3	2379	61						
2380	91,3	2380	60						
2381	91,3	2381	60						
2382	91,3	2382	60						
2383	91,1	2383	60						
2384	91,1	2384	60						
2385	91,1	2385	61						
2386	91,1	2386	60						
2387	91,1	2387	60						
2388	91,1	2388	60						
2389	91,1	2389	60						
2390	91,1	2390	60						
2391	91,1	2391	60						
2392	91,1	2392	59						
2393	91,3	2393	61						
2394	91,3	2394	60						
2395	91,3	2395	60						
2396	91,3	2396	60						
2397	91,3	2397	59						
2398	91,1	2398	59						
2399	91,1	2399	60						
2400	91,1	2400	60						
2401	91,1	2401	61						
2402	91,1	2402	61						
2403	91,1	2403	60						
2404	91,1	2404	61						
2405	91,1	2405	61						
2406	91,1	2406	60						
2407	91,1	2407	61						
2408	91,1	2408	61						
2409	91,1	2409	60						
2410	91,1	2410	60						
2411	91,1	2411	60						
2412	91,1	2412	60						
2413	91,1	2413	60						
2414	91,1	2414	60						
2415	91,1	2415	60						
2416	91,1	2416	60						
2417	91,1	2417	60						
2418	91,1	2418	61						
2419	91,1	2419	60						
2420	91,1	2420	60						
2421	91	2421	60						
2422	91,1	2422	61						
2423	91,1	2423	61						
2424	91,1	2424	60						
2425	91,1	2425	62						
2426	91,1	2426	62						
2427	91,1	2427	60						
2428	91,1	2428	61						
2429	91,1	2429	60						
2430	91,1	2430	60						
2431	91,1	2431	60						
2432	91,1	2432	60						
2433	91,1	2433	60						
2434	91,1	2434	60						
2435	91,1	2435	59						
2436	91,1	2436	60						
2437	91,1	2437	60						
2438	91,1	2438	60						
2439	91,1	2439	61						
2440	91,1	2440	61						
2441	91,1	2441	60						
2442	91,1	2442	61						
2443	91,1	2443	60						
2444	91,1	2444	61						
2445	91,1	2445	61						
2446	91,1	2446	60						
2447	91,1	2447	61						
2448	91,1	2448	60						
2449	91,1	2449	59						
2450	91,1	2450	60						
2451	91,1	2451	60						
2452	91,1	2452	60						
2453	91,3	2453	60						
2454	91,3	2454	60						
2455	91,3	2455	60						
2456	91,3	2456	60						
2457	91,3	2457	60						
2458	91,3	2458	60						
2459	91,3	2459	60						
2460	91,3	2460	61						
2461	91,3	2461	60						
2462	91,3	2462	60						
2463	91,3	2463	61						
2464	91,3	2464	60						
2465	91,3	2465	60						
2466	91,3	2466	60						
2467	91,3	2467	60						
2468	91,3	2468	60						
2469	91,3	2469	60						
2470	91,1	2470	60						
2471	91,3	2471	59						
2472	91,3	2472	61						
2473	91,1	2473	62						
2474	91,3	2474	61						
2475	91,3	2475	59						
2476	91,3	2476	60						
2477	91,3	2477	61						
2478	91,1	2478	61						
2479	91,1	2479	61						
2480	91,1	2480	60						
2481	91,1	2481	60						
2482	91,1	2482	60						
2483	91,1	2483	60						
2484	91,1	2484	60						
2485	91,1	2485	60						
2486	91,1	2486	61						
2487	91,1	2487	60						
2488	91,1	2488	61						
2489	91,3	2489	61						
2490	91,3	2490	60						
2491	91,3	2491	62						
2492	91,3	2492	61						
2493	91,3	2493	60						
2494	91,3	2494	60						
2495	91,3	2495	60						
2496	91,3	2496	61						
2497	91,3	2497	61						
2498	91,3	2498	60						
2499	91,3	2499	60						
2500	91,3	2500	60						
2501	91,3	2501	61						
2502	91,3	2502	60						
2503	91,3	2503	60						
2504	91,3	2504	61						
2505	91,3	2505	61						
2506	91,3	2506	61						
2507	91,3	2507	60						
2508	91,3	2508	60						
2509	91,3	2509	60						
2510	91,3	2510	60						
2511	91,3	2511	60						
2512	91,3	2512	59						
2513	91,3	2513	60						
2514	91,3	2514	60						
2515	91,3	2515	60						
2516	91,1	2516	60						
2517	91,1	2517	60						
2518	91,1	2518	59						
2519	91,1	2519	60						
2520	91,1	2520	60						
2521	91,1	2521	60						
2522	91,1	2522	60						
2523	91,1	2523	61						
2524	91,1	2524	60						
2525	91,1	2525	59						
2526	91,1	2526	60						
2527	91,1	2527	60						
2528	91,1	2528	61						
2529	91,1	2529	61						
2530	91,1	2530	60						
2531	91,1	2531	60						
2532	91,1	2532	60						
2533	91,1	2533	60						
2534	91,1	2534	60						
2535	91,1	2535	60						
2536	91,1	2536	59						
2537	91,1	2537	59						
2538	91	2538	59						
2539	91	2539	59						
2540	91	2540	61						
2541	91	2541	61						
2542	91	2542	60						
2543	91	2543	60						
2544	91,1	2544	61						
2545	91,1	2545	60						
2546	91	2546	61						
2547	91	2547	61						
2548	91	2548	59						
2549	91	2549	60						
2550	91	2550	60						
2551	91	2551	60						
2552	91	2552	60						
2553	91,1	2553	59						
2554	91	2554	59						
2555	91	2555	59						
2556	91	2556	60						
2557	91	2557	60						
2558	91	2558	60						
2559	91	2559	60						
2560	91	2560	61						
2561	91	2561	60						
2562	91	2562	60						
2563	91	2563	60						
2564	91	2564	61						
2565	91	2565	60						
2566	91	2566	60						
2567	91	2567	60						
2568	91	2568	60						
2569	91	2569	59						
2570	91	2570	59						
2571	91	2571	60						
2572	91	2572	61						
2573	91	2573	60						
2574	91	2574	59						
2575	91	2575	60						
2576	91	2576	61						
2577	91	2577	61						
2578	91	2578	60						
2579	91	2579	60						
2580	91	2580	59						
2581	91	2581	59						
2582	91	2582	61						
2583	91	2583	61						
2584	91	2584	60						
2585	91	2585	59						
2586	91	2586	60						
2587	91	2587	60						
2588	91	2588	60						
2589	91	2589	60						
2590	91	2590	60						
2591	91	2591	59						
2592	91	2592	59						
2593	91	2593	60						
2594	91	2594	60						
2595	91	2595	60						
2596	91	2596	59						
2597	91	2597	60						
2598	91	2598	61						
2599	91	2599	60						
2600	91	2600	60						
2601	91	2601	60						
2602	91	2602	60						
2603	91	2603	60						
2604	91	2604	61						
2605	91	2605	60						
2606	91	2606	59						
2607	91	2607	59						
2608	91	2608	59						
2609	91	2609	59						
2610	91	2610	59						
2611	91	2611	60						
2612	91	2612	60						
2613	91	2613	60						
2614	91	2614	60						
2615	91	2615	60						
2616	91	2616	60						
2617	91	2617	60						
2618	91	2618	60						
2619	91	2619	60						
2620	91	2620	60						
2621	91	2621	60						
2622	91	2622	60						
2623	91	2623	60						
2624	91	2624	60						
2625	91	2625	61						
2626	91	2626	60						
2627	91	2627	60						
2628	91	2628	59						
2629	91	2629	59						
2630	91	2630	60						
2631	91	2631	60						
2632	91	2632	60						
2633	91	2633	60						
2634	91	2634	61						
2635	91	2635	60						
2636	91	2636	60						
2637	91	2637	60						
2638	91	2638	59						
2639	91	2639	60						
2640	91	2640	59						
2641	91	2641	59						
2642	91	2642	60						
2643	91	2643	59						
2644	91	2644	59						
2645	91	2645	61						
2646	91	2646	61						
2647	91	2647	60						
2648	91	2648	60						
2649	91	2649	60						
2650	91	2650	59						
2651	91	2651	59						
2652	91	2652	59						
2653	91	2653	60						
2654	91	2654	60						
2655	91	2655	60						
2656	91	2656	60						
2657	91	2657	59						
2658	91	2658	60						
2659	91	2659	60						
2660	91	2660	60						
2661	91	2661	59						
2662	91	2662	59						
2663	91	2663	60						
2664	91	2664	59						
2665	91	2665	60						
2666	91	2666	60						
2667	91	2667	59						
2668	91	2668	59						
2669	91	2669	60						
2670	91	2670	60						
2671	91	2671	59						
2672	91	2672	60						
2673	91	2673	60						
2674	91	2674	59						
2675	91	2675	60						
2676	91	2676	60						
2677	91	2677	61						
2678	91	2678	60						
2679	91	2679	59						
2680	91	2680	59						
2681	91	2681	59						
2682	91	2682	59						
2683	91	2683	59						
2684	91	2684	60						
2685	91	2685	60						
2686	91	2686	60						
2687	91	2687	60						
2688	91	2688	59						
2689	91	2689	59						
2690	91	2690	60						
2691	91	2691	59						
2692	91	2692	60						
2693	91	2693	60						
2694	91	2694	60						
2695	91	2695	61						
2696	91	2696	60						
2697	91	2697	60						
2698	91	2698	61						
2699	91	2699	60						
2700	91	2700	60						
2701	91	2701	61						
2702	91	2702	59						
2703	91	2703	60						
2704	91	2704	59						
2705	91	2705	59						
2706	91	2706	60						
2707	91	2707	59						
2708	91	2708	59						
2709	91	2709	60						
2710	91	2710	59						
2711	91	2711	60						
2712	91	2712	60						
2713	91	2713	60						
2714	91	2714	60						
2715	91	2715	60						
2716	91	2716	60						
2717	91	2717	60						
2718	91	2718	59						
2719	91	2719	59						
2720	91	2720	60						
2721	91	2721	59						
2722	91	2722	60						
2723	91	2723	59						
2724	91	2724	59						
2725	91	2725	60						
2726	91	2726	60						
2727	91	2727	60						
2728	91	2728	60						
2729	91	2729	60						
2730	91	2730	60						
2731	91	2731	59						
2732	91	2732	60						
2733	91	2733	60						
2734	91	2734	60						
2735	91	2735	60						
2736	91	2736	59						
2737	91	2737	59						
2738	91	2738	58						
2739	91	2739	59						
2740	91	2740	60						
2741	91	2741	60						
2742	91	2742	59						
2743	91	2743	60						
2744	91	2744	59						
2745	91	2745	59						
2746	91	2746	59						
2747	91	2747	60						
2748	90,9	2748	60						
2749	90,9	2749	60						
2750	91	2750	59						
2751	90,9	2751	58						
2752	90,9	2752	60						
2753	91	2753	60						
2754	91	2754	60						
2755	91	2755	60						
2756	91	2756	59						
2757	91	2757	60						
2758	91	2758	60						
2759	91	2759	59						
2760	90,9	2760	60						
2761	91	2761	60						
2762	91	2762	60						
2763	91	2763	60						
2764	91	2764	60						
2765	91	2765	60						
2766	91	2766	60						
2767	91	2767	60						
2768	91	2768	59						
2769	91	2769	60						
2770	91	2770	60						
2771	91	2771	60						
2772	91	2772	61						
2773	91	2773	60						
2774	91	2774	59						
2775	91	2775	59						
2776	91	2776	60						
2777	91	2777	60						
2778	91	2778	61						
2779	91	2779	61						
2780	91	2780	60						
2781	91	2781	59						
2782	91	2782	59						
2783	90,9	2783	59						
2784	90,9	2784	60						
2785	90,9	2785	59						
2786	90,9	2786	60						
2787	90,9	2787	59						
2788	90,9	2788	60						
2789	90,9	2789	60						
2790	90,9	2790	60						
2791	90,9	2791	60						
2792	90,9	2792	59						
2793	90,9	2793	59						
2794	90,9	2794	60						
2795	90,9	2795	59						
2796	90,9	2796	59						
2797	90,9	2797	60						
2798	90,8	2798	59						
2799	90,8	2799	59						
2800	90,9	2800	59						
2801	90,9	2801	59						
2802	90,8	2802	60						
2803	90,8	2803	59						
2804	90,8	2804	59						
2805	90,8	2805	60						
2806	90,8	2806	59						
2807	90,9	2807	60						
2808	90,8	2808	60						
2809	90,8	2809	59						
2810	90,8	2810	60						
2811	90,8	2811	60						
2812	90,8	2812	61						
2813	90,8	2813	61						
2814	90,8	2814	60						
2815	90,8	2815	60						
2816	90,8	2816	60						
2817	90,8	2817	58						
2818	90,8	2818	59						
2819	90,6	2819	60						
2820	90,6	2820	59						
2821	90,6	2821	59						
2822	90,6	2822	60						
2823	90,6	2823	59						
2824	90,6	2824	59						
2825	90,6	2825	60						
2826	90,6	2826	60						
2827	90,6	2827	59						
2828	90,6	2828	59						
2829	90,6	2829	60						
2830	90,6	2830	60						
2831	90,6	2831	59						
2832	90,6	2832	59						
2833	90,6	2833	60						
2834	90,6	2834	59						
2835	90,6	2835	60						
2836	90,6	2836	60						
2837	90,5	2837	59						
2838	90,5	2838	60						
2839	90,5	2839	60						
2840	90,5	2840	60						
2841	90,5	2841	60						
2842	90,5	2842	59						
2843	90,5	2843	59						
2844	90,5	2844	59						
2845	90,5	2845	60						
2846	90,5	2846	61						
2847	90,5	2847	60						
2848	90,5	2848	59						
2849	90,5	2849	59						
2850	90,5	2850	60						
2851	90,5	2851	60						
2852	90,5	2852	59						
2853	90,5	2853	60						
2854	90,5	2854	60						
2855	90,5	2855	60						
2856	90,5	2856	59						
2857	90,5	2857	60						
2858	90,5	2858	60						
2859	90,5	2859	60						
2860	90,5	2860	59						
2861	90,5	2861	59						
2862	90,5	2862	59						
2863	90,5	2863	58						
2864	90,5	2864	59						
2865	90,5	2865	60						
2866	90,5	2866	59						
2867	90,5	2867	60						
2868	90,5	2868	59						
2869	90,5	2869	60						
2870	90,5	2870	59						
2871	90,5	2871	60						
2872	90,5	2872	60						
2873	90,5	2873	60						
2874	90,5	2874	61						
2875	90,5	2875	59						
2876	90,5	2876	59						
2877	90,5	2877	60						
2878	90,5	2878	59						
2879	90,5	2879	60						
2880	90,5	2880	59						
2881	90,5	2881	60						
2882	90,5	2882	59						
2883	90,4	2883	59						
2884	90,4	2884	59						
2885	90,4	2885	60						
2886	90,4	2886	60						
2887	90,4	2887	60						
2888	90,4	2888	60						
2889	90,4	2889	60						
2890	90,4	2890	61						
2891	90,4	2891	60						
2892	90,4	2892	59						
2893	90,4	2893	60						
2894	90,4	2894	60						
2895	90,4	2895	60						
2896	90,4	2896	59						
2897	90,4	2897	59						
2898	90,4	2898	59						
2899	90,4	2899	59						
2900	90,4	2900	59						
2901	90,4	2901	59						
2902	90,4	2902	60						
2903	90,4	2903	60						
2904	90,4	2904	60						
2905	90,3	2905	60						
2906	90,4	2906	60						
2907	90,4	2907	60						
2908	90,4	2908	59						
2909	90,3	2909	60						
2910	90,3	2910	59						
2911	90,3	2911	61						
2912	90,3	2912	60						
2913	90,3	2913	59						
2914	90,3	2914	60						
2915	90,3	2915	59						
2916	90,3	2916	59						
2917	90,3	2917	60						
2918	90,3	2918	59						
2919	90,3	2919	60						
2920	90,3	2920	60						
2921	90,3	2921	59						
2922	90,3	2922	59						
2923	90,1	2923	59						
2924	90,1	2924	59						
2925	90,1	2925	60						
2926	90,1	2926	60						
2927	90,1	2927	59						
2928	90,1	2928	59						
2929	90,1	2929	59						
2930	90,1	2930	59						
2931	90,1	2931	59						
2932	90,1	2932	60						
2933	90,1	2933	60						
2934	90,1	2934	59						
2935	90,1	2935	59						
2936	90	2936	59						
2937	90	2937	60						
2938	90	2938	59						
2939	90	2939	60						
2940	90	2940	60						
2941	90	2941	59						
2942	90	2942	60						
2943	90	2943	59						
2944	90	2944	59						
2945	90	2945	60						
2946	90	2946	59						
2947	90	2947	59						
2948	90	2948	59						
2949	90	2949	60						
2950	90	2950	60						
2951	90	2951	60						
2952	90	2952	59						
2953	90	2953	59						
2954	90	2954	60						
2955	90	2955	60						
2956	90	2956	59						
2957	90	2957	60						
2958	90	2958	60						
2959	89,9	2959	59						
2960	89,9	2960	58						
2961	89,9	2961	59						
2962	89,9	2962	61						
2963	89,9	2963	60						
2964	89,9	2964	60						
2965	89,9	2965	60						
2966	89,9	2966	60						
2967	89,9	2967	60						
2968	89,9	2968	60						
2969	89,9	2969	59						
2970	89,9	2970	60						
2971	89,9	2971	59						
2972	89,9	2972	59						
2973	89,9	2973	59						
2974	89,9	2974	60						
2975	89,9	2975	61						
2976	89,9	2976	61						
2977	89,8	2977	60						
2978	89,8	2978	60						
2979	89,8	2979	59						
2980	89,8	2980	59						
2981	89,8	2981	59						
2982	89,8	2982	60						
2983	89,8	2983	60						
2984	89,8	2984	60						
2985	89,8	2985	60						
2986	89,8	2986	60						
2987	89,8	2987	60						
2988	89,8	2988	59						
2989	89,8	2989	60						
2990	89,8	2990	59						
2991	89,8	2991	60						
2992	89,8	2992	60						
2993	89,8	2993	61						
2994	89,8	2994	60						
2995	89,6	2995	59						
2996	89,6	2996	60						
2997	89,6	2997	60						
2998	89,6	2998	60						
2999	89,6	2999	59						
3000	89,6	3000	60						
3001	89,6	3001	60						
3002	89,6	3002	60						
3003	89,6	3003	60						
3004	89,6	3004	60						
3005	89,6	3005	60						
3006	89,6	3006	60						
3007	89,6	3007	59						
3008	89,6	3008	58						
3009	89,6	3009	59						
3010	89,6	3010	59						
3011	89,6	3011	60						
3012	89,6	3012	60						
3013	89,6	3013	60						
3014	89,6	3014	61						
3015	89,5	3015	61						
3016	89,5	3016	60						
3017	89,4	3017	60						
3018	89,1	3018	61						
3019	89	3019	61						
3020	88,8	3020	61						
3021	88,5	3021	61						
3022	88	3022	61						
3023	87,9	3023	60						
3024	87,5	3024	60						
3025	87	3025	59						
3026	86,5	3026	61						
3027	86,3	3027	61						
3028	85,8	3028	61						
3029	85,3	3029	60						
3030	84,8	3030	60						
3031	84,3	3031	60						
3032	83,8	3032	59						
3033	83,3	3033	60						
3034	83	3034	61						
3035	82,5	3035	60						
3036	82,1	3036	60						
3037	81,8	3037	60						
3038	81,5	3038	60						
3039	81,3	3039	60						
3040	81	3040	60						
3041	80,6	3041	60						
3042	80,4	3042	59						
3043	80,1	3043	59						
3044	79,9	3044	60						
3045	79,6	3045	61						
3046	79,5	3046	61						
3047	79,3	3047	60						
3048	79	3048	60						
3049	78,9	3049	60						
3050	78,6	3050	61						
3051	78,5	3051	61						
3052	78,4	3052	60						
3053	78,1	3053	60						
3054	78	3054	60						
3055	77,9	3055	60						
3056	77,8	3056	59						
3057	77,5	3057	60						
3058	77,5	3058	59						
3059	77,4	3059	59						
3060	77,1	3060	60						
3061	77,1	3061	60						
3062	77	3062	60						
3063	76,9	3063	61						
3064	76,8	3064	61						
3065	76,6	3065	61						
3066	76,5	3066	61						
3067	76,5	3067	61						
3068	76,4	3068	60						
3069	76,4	3069	60						
3070	76,3	3070	61						
3071	76,1	3071	60						
3072	76	3072	60						
3073	76	3073	61						
3074	75,9	3074	61						
3075	75,9	3075	61						
3076	75,8	3076	60						
3077	75,6	3077	61						
3078	75,5	3078	61						
3079	75,5	3079	61						
3080	75,5	3080	60						
3081	75,5	3081	59						
3082	75,4	3082	60						
3083	75,4	3083	61						
3084	75,3	3084	60						
3085	75,1	3085	59						
3086	75,1	3086	60						
3087	75	3087	60						
3088	75	3088	59						
3089	75	3089	59						
3090	75	3090	60						
3091	75	3091	61						
3092	75	3092	60						
3093	74,9	3093	60						
3094	74,9	3094	60						
3095	74,9	3095	60						
3096	74,8	3096	60						
3097	74,8	3097	60						
3098	74,8	3098	61						
3099	74,8	3099	60						
3100	74,8	3100	61						
3101	74,8	3101	60						
3102	74,6	3102	61						
3103	74,6	3103	60						
3104	74,6	3104	60						
3105	74,6	3105	59						
3106	74,6	3106	59						
3107	74,6	3107	61						
3108	74,6	3108	60						
3109	74,6	3109	60						
3110	74,6	3110	60						
3111	74,6	3111	61						
3112	74,6	3112	60						
3113	74,5	3113	61						
3114	74,5	3114	60						
3115	74,5	3115	61						
3116	74,5	3116	60						
3117	74,5	3117	60						
3118	74,5	3118	60						
3119	74,5	3119	60						
3120	74,5	3120	60						
3121	74,5	3121	60						
3122	74,4	3122	60						
3123	74,4	3123	60						
3124	74,4	3124	60						
3125	74,3	3125	60						
3126	74,3	3126	60						
3127	74,3	3127	60						
3128	74,3	3128	60						
3129	74,1	3129	61						
3130	74,1	3130	61						
3131	74	3131	61						
3132	74	3132	60						
3133	74	3133	60						
3134	74	3134	59						
3135	74	3135	60						
3136	74	3136	60						
3137	74	3137	60						
3138	73,9	3138	61						
3139	73,9	3139	61						
3140	73,9	3140	60						
3141	73,8	3141	60						
3142	73,8	3142	61						
3143	73,6	3143	60						
3144	73,6	3144	61						
3145	73,5	3145	61						
3146	73,5	3146	61						
3147	73,5	3147	60						
3148	73,5	3148	59						
3149	73,5	3149	59						
3150	73,4	3150	61						
3151	73,4	3151	60						
3152	73,3	3152	60						
3153	73,3	3153	60						
3154	73,1	3154	61						
3155	73,1	3155	61						
