Time - Temeperatura (°C)	Temperatura (°C) & Presión (kPa) - Temeperatura (°C)	Time - Presión (kPa)	Temperatura (°C) & Presión (kPa) - Presión (kPa)
486	50,2	486	0
487	50,4	487	0
488	50,4	488	0
489	50,5	489	0
490	50,5	490	0
491	50,5	491	0
492	50,7	492	0
493	50,7	493	0
494	50,7	494	0
495	50,7	495	0
496	50,7	496	0
497	50,9	497	0
498	50,9	498	0
499	51	499	0
500	51	500	0
501	51	501	0
502	51	502	0
503	51	503	0
504	51,2	504	0
505	51,2	505	0
506	51,2	506	0
507	51,2	507	0
508	51,2	508	0
509	51,4	509	0
510	51,4	510	0
511	51,5	511	0
512	51,5	512	0
513	51,5	513	0
514	51,5	514	0
515	51,7	515	0
516	51,7	516	0
517	51,7	517	0
518	51,9	518	0
519	51,9	519	0
520	52	520	0
521	52	521	0
522	52,2	522	0
523	52,2	523	0
524	52,2	524	0
525	52,4	525	0
526	52,4	526	0
527	52,5	527	0
528	52,5	528	0
529	52,7	529	0
530	52,7	530	0
531	52,7	531	0
532	52,7	532	0
533	52,9	533	0
534	53	534	0
535	53	535	0
536	53,2	536	0
537	53,2	537	0
538	53,2	538	0
539	53,4	539	0
540	53,5	540	0
541	53,5	541	0
542	53,5	542	0
543	53,7	543	0
544	53,7	544	0
545	53,7	545	0
546	53,9	546	0
547	54	547	0
548	54	548	0
549	54	549	0
550	54,2	550	0
551	54,2	551	0
552	54,2	552	0
553	54,4	553	0
554	54,4	554	0
555	54,5	555	0
556	54,5	556	0
557	54,7	557	0
558	54,7	558	0
559	54,7	559	0
560	54,9	560	0
561	55	561	0
562	55	562	0
563	55	563	0
564	55,2	564	0
565	55,2	565	0
566	55,2	566	0
567	55,4	567	0
568	55,5	568	0
569	55,5	569	0
570	55,5	570	0
571	55,7	571	0
572	55,7	572	0
573	55,9	573	0
574	56	574	0
575	56	575	0
576	56,2	576	0
577	56,2	577	0
578	56,2	578	0
579	56,4	579	0
580	56,5	580	0
581	56,5	581	0
582	56,5	582	0
583	56,7	583	0
584	56,7	584	0
585	56,9	585	0
586	57	586	0
587	57	587	0
588	57	588	0
589	57,2	589	0
590	57,2	590	0
591	57,2	591	0
592	57,4	592	0
593	57,5	593	0
594	57,5	594	0
595	57,5	595	0
596	57,7	596	0
597	57,7	597	0
598	57,9	598	0
599	58	599	0
600	58	600	0
601	58,2	601	0
602	58,2	602	0
603	58,2	603	0
604	58,4	604	0
605	58,5	605	0
606	58,5	606	0
607	58,7	607	0
608	58,7	608	0
609	58,9	609	0
610	58,9	610	0
611	59	611	0
612	59	612	0
613	59,2	613	0
614	59,2	614	0
615	59,4	615	0
616	59,5	616	0
